EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,OverTime,TrainingTimesLastYear,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Attrition
EMP01683,21,Female,Human Resources,Sales Representative,37,8366,6,0,No,6,1,2,3,3,2,4,15,9,Travel_Frequently,0
EMP01684,44,Male,Human Resources,Sales Representative,22,2942,28,7,No,5,3,3,4,3,4,3,13,15,Travel_Rarely,0
EMP01685,35,Male,Human Resources,Human Resources,10,17454,4,7,No,3,4,3,1,1,2,4,10,4,Non-Travel,0
EMP01686,45,Male,Research & Development,Manufacturing Director,3,8101,5,6,No,2,2,3,4,2,2,3,1,14,Travel_Rarely,0
EMP01687,20,Female,Sales,Manager,5,15178,17,5,Yes,5,2,3,4,4,4,4,3,4,Travel_Rarely,0
EMP01688,30,Female,Human Resources,Sales Executive,3,12736,27,3,No,5,4,2,2,2,4,4,7,6,Travel_Rarely,0
EMP01689,52,Female,Human Resources,Sales Representative,10,18027,8,7,Yes,6,2,4,2,2,3,3,3,1,Non-Travel,0
EMP01690,48,Male,Sales,Human Resources,37,11229,5,3,No,0,2,4,1,3,2,3,7,6,Travel_Frequently,0
EMP01691,58,Male,Human Resources,Healthcare Representative,23,14062,21,1,Yes,2,4,1,3,4,2,4,3,16,Travel_Frequently,0
EMP01692,41,Male,Research & Development,Sales Representative,36,13636,18,0,No,2,3,3,3,3,2,3,11,15,Travel_Frequently,0
EMP01693,32,Female,Human Resources,Laboratory Technician,27,10481,1,5,Yes,5,2,4,2,4,3,3,8,4,Travel_Frequently,0
EMP01694,31,Male,Sales,Research Director,39,16359,22,8,Yes,5,2,1,3,1,2,3,3,16,Travel_Rarely,0
EMP01695,44,Female,Research & Development,Research Scientist,1,5186,11,0,No,3,4,4,1,4,4,3,9,15,Travel_Rarely,0
EMP01696,37,Female,Sales,Laboratory Technician,35,12743,24,9,Yes,5,1,2,3,2,3,3,15,12,Non-Travel,0
EMP01697,38,Female,Human Resources,Sales Representative,15,15475,10,3,No,1,3,3,3,1,2,4,10,9,Travel_Rarely,0
EMP01698,60,Female,Sales,Research Scientist,30,2907,17,7,Yes,0,1,2,1,1,2,4,6,12,Travel_Frequently,0
EMP01699,28,Female,Human Resources,Sales Representative,29,7713,24,2,Yes,5,2,3,4,3,2,3,13,12,Non-Travel,0
EMP01700,55,Male,Sales,Sales Executive,19,18980,17,6,No,5,1,4,2,2,4,4,9,14,Travel_Frequently,0
EMP01701,58,Male,Human Resources,Research Director,32,12711,20,5,No,0,4,4,1,1,2,4,3,13,Travel_Rarely,0
EMP01702,60,Female,Human Resources,Human Resources,6,1474,10,5,No,6,2,3,4,4,3,4,15,6,Travel_Frequently,0
EMP01703,32,Female,Human Resources,Sales Executive,20,5285,17,9,Yes,5,3,4,4,3,1,3,14,17,Travel_Rarely,0
EMP01704,46,Male,Human Resources,Human Resources,34,17464,8,7,No,1,3,3,1,4,3,3,1,12,Non-Travel,0
EMP01705,21,Male,Sales,Sales Executive,32,19699,21,9,No,2,4,2,3,2,3,3,11,8,Travel_Frequently,0
EMP01706,39,Male,Sales,Laboratory Technician,6,12654,13,0,Yes,4,4,1,1,1,2,4,9,13,Travel_Frequently,0
EMP01707,45,Male,Research & Development,Sales Executive,13,16628,13,4,No,2,4,4,1,1,4,3,5,5,Non-Travel,0
EMP01708,20,Male,Human Resources,Sales Representative,20,12506,18,6,Yes,5,1,1,3,1,3,3,6,6,Travel_Rarely,0
EMP01709,52,Female,Human Resources,Sales Representative,0,4290,27,3,No,2,1,1,2,3,4,3,0,3,Non-Travel,0
EMP01710,36,Female,Research & Development,Research Scientist,34,4035,12,8,Yes,3,1,3,1,2,4,4,1,11,Travel_Rarely,0
EMP01711,24,Male,Human Resources,Sales Representative,34,15353,3,8,No,6,4,1,4,1,1,4,4,6,Travel_Frequently,0
EMP01712,53,Female,Sales,Research Director,6,14846,3,2,Yes,1,2,1,2,3,3,3,4,1,Travel_Frequently,0
EMP01713,34,Male,Human Resources,Sales Executive,13,16663,28,1,No,3,3,3,4,2,4,4,0,12,Travel_Rarely,0
EMP01714,29,Female,Human Resources,Laboratory Technician,2,8521,2,6,No,0,4,3,4,1,2,3,3,17,Travel_Rarely,0
EMP01715,59,Male,Human Resources,Research Scientist,7,5317,28,3,Yes,1,1,2,3,3,4,3,1,13,Non-Travel,0
EMP01716,36,Female,Human Resources,Sales Representative,35,17544,23,9,Yes,6,1,4,1,4,1,4,11,0,Travel_Rarely,0
EMP01717,22,Male,Sales,Manufacturing Director,27,1192,17,1,No,6,3,1,1,3,3,4,1,17,Travel_Frequently,0
EMP01718,57,Female,Sales,Healthcare Representative,2,19081,27,3,No,3,3,3,3,3,1,4,0,10,Travel_Frequently,0
EMP01719,26,Female,Research & Development,Manager,25,15162,20,8,Yes,5,3,1,4,3,2,4,2,9,Non-Travel,0
EMP01720,60,Male,Research & Development,Manager,29,15518,14,2,No,6,2,3,4,4,4,3,11,6,Non-Travel,0
EMP01721,36,Female,Sales,Human Resources,40,14135,4,7,No,5,4,3,1,2,4,3,14,12,Non-Travel,0
EMP01722,42,Female,Sales,Human Resources,25,15266,1,3,No,4,2,3,4,4,4,3,3,12,Travel_Rarely,0
EMP01723,49,Female,Human Resources,Healthcare Representative,2,6181,3,5,No,1,2,1,2,3,2,4,5,6,Travel_Rarely,0
EMP01724,42,Male,Sales,Human Resources,20,18120,27,9,No,4,4,1,4,2,1,4,1,10,Non-Travel,1
EMP01725,41,Male,Research & Development,Manufacturing Director,5,7174,24,1,No,2,4,1,3,2,3,3,7,4,Non-Travel,0
EMP01726,25,Male,Human Resources,Research Scientist,9,19961,9,4,Yes,5,1,3,1,3,1,4,7,8,Travel_Frequently,0
EMP01727,30,Female,Research & Development,Human Resources,9,10952,2,2,Yes,0,4,2,2,1,2,4,2,16,Non-Travel,0
EMP01728,20,Female,Sales,Healthcare Representative,10,14382,12,7,No,6,2,3,3,4,4,4,11,4,Travel_Rarely,0
EMP01729,37,Male,Sales,Research Director,40,5885,11,4,No,5,2,2,3,2,3,3,2,14,Travel_Frequently,0
EMP01730,29,Male,Research & Development,Sales Executive,15,9249,11,5,Yes,4,2,4,2,1,3,4,12,15,Travel_Rarely,0
EMP01731,42,Male,Human Resources,Laboratory Technician,34,18890,16,4,No,5,4,1,2,1,4,4,6,2,Travel_Frequently,0
EMP01732,31,Female,Human Resources,Manager,38,7212,4,5,Yes,3,2,1,1,4,3,3,8,8,Non-Travel,1
EMP01733,25,Male,Research & Development,Research Scientist,17,10376,12,2,No,2,3,4,3,3,2,3,2,15,Non-Travel,0
EMP01734,41,Male,Sales,Manufacturing Director,17,15775,6,9,No,6,4,1,1,1,1,3,9,7,Travel_Rarely,0
EMP01735,56,Female,Research & Development,Human Resources,22,19073,23,6,Yes,5,1,4,4,1,2,3,11,4,Travel_Rarely,0
EMP01736,31,Female,Research & Development,Manufacturing Director,32,5180,16,4,Yes,1,2,1,2,2,2,3,10,8,Travel_Frequently,1
EMP01737,46,Male,Research & Development,Research Director,13,4855,10,8,Yes,6,4,4,3,4,4,4,8,0,Travel_Rarely,0
EMP01738,43,Female,Research & Development,Manager,25,1410,1,7,No,5,2,2,2,1,2,3,3,6,Travel_Frequently,0
EMP01739,52,Male,Research & Development,Human Resources,16,15429,5,6,No,5,2,2,2,1,3,4,13,5,Travel_Frequently,0
EMP01740,43,Female,Human Resources,Sales Representative,2,9951,18,5,Yes,0,2,2,3,3,2,4,8,17,Non-Travel,0
EMP01741,51,Female,Research & Development,Manager,6,6046,9,2,Yes,0,4,2,4,1,4,3,9,17,Travel_Frequently,0
EMP01742,32,Female,Research & Development,Human Resources,6,3725,23,6,No,4,3,3,3,3,2,3,7,15,Travel_Frequently,0
EMP01743,24,Male,Research & Development,Manufacturing Director,25,12024,19,7,Yes,3,4,4,4,4,4,4,11,6,Travel_Rarely,0
EMP01744,45,Male,Sales,Healthcare Representative,5,16909,9,9,Yes,4,3,2,1,3,2,4,15,4,Non-Travel,0
EMP01745,56,Male,Human Resources,Research Director,25,4767,12,0,Yes,0,1,1,2,1,3,4,0,9,Travel_Rarely,0
EMP01746,30,Female,Research & Development,Research Director,39,6121,25,1,No,4,1,1,1,4,1,4,8,14,Travel_Frequently,0
EMP01747,37,Male,Research & Development,Research Director,14,18377,22,0,No,3,4,4,2,4,4,3,1,12,Non-Travel,0
EMP01748,29,Male,Research & Development,Laboratory Technician,27,11012,8,2,Yes,2,4,4,2,3,3,4,3,11,Travel_Rarely,0
EMP01749,46,Male,Sales,Research Director,29,1233,4,1,No,2,1,4,4,2,2,4,0,13,Travel_Frequently,0
EMP01750,50,Female,Sales,Sales Executive,33,12240,22,9,No,1,3,4,4,3,2,3,13,8,Travel_Rarely,0
EMP01751,21,Male,Research & Development,Manufacturing Director,9,17056,13,7,No,6,3,4,3,3,4,4,12,8,Travel_Frequently,0
EMP01752,46,Male,Research & Development,Manager,40,8818,9,7,No,6,3,1,2,3,1,4,7,14,Travel_Rarely,0
EMP01753,59,Male,Human Resources,Healthcare Representative,33,14053,11,3,No,2,1,2,4,3,3,3,15,16,Non-Travel,0
EMP01754,52,Male,Sales,Human Resources,23,14202,19,3,Yes,5,1,2,4,4,3,3,8,0,Travel_Rarely,0
EMP01755,31,Male,Research & Development,Research Scientist,22,1042,24,6,Yes,1,3,1,3,1,1,3,13,11,Travel_Frequently,0
EMP01756,52,Female,Human Resources,Sales Representative,13,7622,29,4,No,3,3,4,3,4,4,3,7,6,Non-Travel,0
EMP01757,30,Female,Research & Development,Research Scientist,21,5804,26,0,No,6,1,1,1,1,2,4,13,1,Travel_Rarely,0
EMP01758,25,Female,Sales,Sales Representative,19,17965,9,9,No,3,4,2,2,2,1,4,2,8,Travel_Rarely,0
EMP01759,38,Female,Human Resources,Manager,17,16501,17,9,Yes,6,3,1,3,2,4,3,5,14,Non-Travel,0
EMP01760,51,Female,Research & Development,Sales Representative,30,2981,16,1,Yes,1,2,2,4,1,2,3,4,6,Travel_Rarely,0
EMP01761,41,Female,Human Resources,Research Scientist,13,9141,16,6,No,0,3,1,4,1,1,4,11,3,Non-Travel,0
EMP01762,35,Male,Research & Development,Sales Executive,29,18292,7,8,No,3,3,2,1,2,3,4,14,6,Travel_Rarely,0
EMP01763,39,Female,Human Resources,Sales Executive,18,9595,20,2,No,1,1,1,2,1,4,3,12,8,Non-Travel,0
EMP01764,23,Female,Research & Development,Human Resources,20,17468,27,4,No,2,1,3,2,1,2,3,1,14,Travel_Frequently,0
EMP01765,45,Male,Human Resources,Manager,9,14871,20,9,Yes,0,3,2,2,1,2,4,12,6,Non-Travel,0
EMP01766,56,Male,Sales,Manager,25,12554,9,0,Yes,0,4,1,3,3,1,3,14,6,Non-Travel,0
EMP01767,27,Female,Sales,Research Scientist,35,11694,1,0,No,1,2,1,2,1,4,3,1,9,Travel_Frequently,0
EMP01768,20,Male,Sales,Manager,19,18389,10,7,Yes,4,3,4,4,4,2,3,8,10,Travel_Frequently,0
EMP01769,33,Male,Research & Development,Research Scientist,34,6138,16,2,Yes,6,2,4,3,2,3,3,10,5,Travel_Rarely,0
EMP01770,47,Female,Human Resources,Human Resources,5,12027,29,5,Yes,1,1,1,4,3,3,4,14,12,Non-Travel,0
EMP01771,39,Male,Human Resources,Healthcare Representative,32,19166,10,9,Yes,5,3,1,2,3,3,4,9,1,Non-Travel,0
EMP01772,19,Female,Research & Development,Manager,22,12544,20,3,No,6,3,1,1,2,2,4,14,10,Travel_Rarely,0
EMP01773,46,Female,Research & Development,Healthcare Representative,23,19822,28,2,No,2,1,2,2,4,2,4,7,15,Travel_Frequently,0
EMP01774,20,Male,Research & Development,Sales Executive,18,11844,29,5,No,4,3,4,4,3,1,4,13,4,Non-Travel,0
EMP01775,39,Female,Human Resources,Research Director,7,6047,11,5,Yes,2,1,2,4,4,4,4,0,12,Travel_Rarely,0
EMP01776,27,Male,Research & Development,Laboratory Technician,30,14018,12,3,Yes,2,3,1,2,3,1,4,1,1,Travel_Rarely,0
EMP01777,41,Female,Human Resources,Manufacturing Director,18,12573,12,9,No,6,3,4,2,1,4,3,6,11,Travel_Frequently,0
EMP01778,44,Female,Human Resources,Sales Executive,35,12669,25,0,No,6,1,1,4,1,3,3,2,15,Non-Travel,0
EMP01779,39,Female,Human Resources,Manager,10,4063,21,9,No,4,2,2,4,4,1,3,2,13,Non-Travel,0
EMP01780,51,Female,Human Resources,Sales Executive,5,2094,12,5,Yes,4,1,1,1,3,2,3,1,5,Travel_Rarely,0
EMP01781,20,Male,Human Resources,Manufacturing Director,13,19699,14,3,No,4,1,2,1,2,4,3,2,17,Travel_Frequently,0
EMP01782,51,Female,Research & Development,Research Director,33,4255,25,6,No,3,4,2,3,2,1,3,9,16,Travel_Frequently,0
EMP01783,36,Male,Human Resources,Sales Representative,27,10571,16,4,Yes,5,4,3,3,1,3,4,6,5,Travel_Rarely,0
EMP01784,45,Female,Sales,Research Director,38,11723,17,1,No,3,3,3,2,3,4,4,2,9,Travel_Rarely,0
EMP01785,57,Male,Human Resources,Manager,15,4009,26,5,No,6,4,4,3,2,2,4,0,4,Travel_Frequently,0
EMP01786,55,Male,Human Resources,Sales Representative,17,13733,13,6,Yes,0,2,2,2,2,2,4,12,17,Travel_Rarely,0
EMP01787,21,Male,Research & Development,Manufacturing Director,14,16924,23,8,No,0,4,1,2,4,4,4,10,15,Travel_Frequently,0
EMP01788,34,Female,Research & Development,Sales Representative,20,15724,22,6,No,6,4,4,1,1,3,4,2,4,Travel_Rarely,0
EMP01789,48,Female,Research & Development,Healthcare Representative,38,9649,7,6,Yes,1,4,1,3,4,1,4,13,11,Non-Travel,0
EMP01790,34,Male,Sales,Sales Executive,18,5945,3,8,No,3,3,4,1,3,2,3,7,10,Non-Travel,0
EMP01791,23,Female,Human Resources,Sales Executive,21,14397,12,1,Yes,1,3,3,1,1,3,3,5,5,Travel_Frequently,0
EMP01792,48,Female,Research & Development,Manufacturing Director,11,17055,22,9,Yes,6,3,2,2,2,1,3,12,1,Travel_Frequently,0
EMP01793,57,Male,Human Resources,Research Director,2,2250,12,2,Yes,4,1,3,3,4,3,4,11,0,Travel_Rarely,0
EMP01794,48,Male,Human Resources,Laboratory Technician,22,15064,4,1,No,1,3,2,1,3,1,4,15,11,Non-Travel,0
EMP01795,45,Male,Sales,Laboratory Technician,8,4563,13,8,No,2,3,2,4,1,3,4,7,4,Non-Travel,0
EMP01796,23,Male,Research & Development,Healthcare Representative,15,3850,6,6,No,3,3,4,1,2,2,3,12,2,Travel_Rarely,0
EMP01797,39,Male,Research & Development,Laboratory Technician,16,15866,11,5,No,1,4,4,2,1,2,4,15,1,Non-Travel,0
EMP01798,38,Male,Sales,Sales Executive,22,15307,18,7,Yes,3,1,3,4,1,1,3,2,16,Non-Travel,0
EMP01799,47,Male,Sales,Manufacturing Director,23,7148,19,3,Yes,0,3,3,3,3,1,4,10,15,Non-Travel,0
EMP01800,55,Female,Sales,Laboratory Technician,6,18301,8,0,Yes,2,2,4,3,4,3,4,3,0,Non-Travel,0
EMP01801,37,Male,Human Resources,Research Scientist,20,10987,18,8,Yes,6,3,1,1,2,2,4,12,11,Travel_Frequently,0
EMP01802,44,Male,Sales,Sales Executive,20,16793,23,5,No,1,4,1,1,3,1,4,8,7,Travel_Rarely,0
EMP01803,20,Male,Sales,Research Director,0,9832,15,0,Yes,6,2,3,2,2,2,4,2,14,Travel_Frequently,0
EMP01804,52,Female,Research & Development,Human Resources,6,15877,13,9,No,2,1,3,1,4,2,3,0,2,Non-Travel,0
EMP01805,41,Male,Research & Development,Human Resources,12,9105,23,1,No,4,2,4,3,4,1,4,9,1,Travel_Rarely,0
EMP01806,58,Female,Research & Development,Laboratory Technician,21,19708,7,5,No,0,4,4,3,1,3,4,5,0,Travel_Rarely,0
EMP01807,59,Female,Research & Development,Laboratory Technician,11,15751,4,9,Yes,3,1,2,4,1,1,4,0,3,Non-Travel,0
EMP01808,32,Female,Sales,Research Scientist,37,10120,28,9,Yes,6,1,4,1,1,2,3,15,12,Travel_Frequently,0
EMP01809,19,Female,Human Resources,Human Resources,29,16235,27,7,No,6,1,1,3,4,2,4,4,3,Non-Travel,0
EMP01810,45,Female,Research & Development,Sales Representative,1,17084,15,3,No,4,3,4,1,2,2,3,11,3,Non-Travel,0
EMP01811,33,Female,Research & Development,Human Resources,39,6724,12,0,Yes,3,3,1,4,4,3,4,15,6,Travel_Rarely,0
EMP01812,53,Male,Human Resources,Research Scientist,31,17273,9,8,No,2,4,4,2,3,3,4,6,17,Non-Travel,0
EMP01813,56,Female,Sales,Laboratory Technician,22,5738,25,0,Yes,4,2,1,4,3,4,3,4,12,Travel_Rarely,0
EMP01814,23,Female,Human Resources,Manufacturing Director,13,13109,8,0,Yes,5,1,2,4,2,1,4,12,16,Non-Travel,0
EMP01815,48,Female,Sales,Manufacturing Director,21,11862,6,6,Yes,0,2,3,4,3,4,3,3,5,Travel_Frequently,0
EMP01816,55,Male,Research & Development,Manager,7,15813,8,9,Yes,6,2,2,2,1,4,4,13,10,Non-Travel,0
EMP01817,54,Female,Human Resources,Research Director,23,2817,11,5,No,5,4,4,1,4,3,3,2,4,Travel_Frequently,0
EMP01818,37,Female,Sales,Manager,15,17479,23,1,Yes,5,3,4,3,1,2,4,5,1,Travel_Frequently,0
EMP01819,20,Male,Research & Development,Manager,28,12545,14,2,No,1,2,1,4,4,4,3,10,10,Non-Travel,0
EMP01820,35,Male,Human Resources,Healthcare Representative,17,4478,2,1,Yes,2,2,4,4,3,2,4,8,4,Non-Travel,0
EMP01821,18,Male,Human Resources,Research Scientist,32,18881,29,9,No,4,1,2,2,2,3,4,10,6,Travel_Frequently,0
EMP01822,50,Male,Sales,Research Scientist,20,17367,2,3,No,3,3,4,1,1,4,4,5,12,Non-Travel,0
EMP01823,39,Female,Research & Development,Sales Representative,10,1106,6,1,Yes,2,3,4,2,2,2,4,0,15,Non-Travel,0
EMP01824,33,Female,Sales,Healthcare Representative,24,13550,2,9,No,6,3,4,1,1,4,3,7,16,Non-Travel,0
EMP01825,54,Female,Sales,Sales Representative,12,12052,5,1,No,5,1,2,1,2,2,4,3,15,Travel_Rarely,0
EMP01826,42,Male,Human Resources,Manager,27,9293,22,1,No,2,1,2,2,2,4,4,11,0,Non-Travel,0
EMP01827,56,Male,Research & Development,Sales Representative,20,19085,4,7,Yes,5,3,4,2,1,3,3,9,5,Non-Travel,0
EMP01828,55,Male,Human Resources,Research Scientist,18,6243,19,9,No,4,1,3,1,3,1,3,6,16,Travel_Rarely,0
EMP01829,43,Male,Human Resources,Research Scientist,18,6518,14,5,Yes,0,1,2,1,1,4,4,1,4,Non-Travel,0
EMP01830,50,Female,Human Resources,Healthcare Representative,27,17488,17,8,No,3,3,3,1,2,4,3,3,7,Travel_Frequently,0
EMP01831,60,Female,Human Resources,Research Scientist,26,11229,9,9,Yes,2,2,2,1,1,1,3,6,1,Travel_Frequently,0
EMP01832,26,Male,Sales,Manager,25,18485,25,2,Yes,2,2,3,1,2,2,4,12,5,Travel_Rarely,0
EMP01833,23,Male,Sales,Sales Executive,8,11260,8,4,Yes,1,4,4,1,4,4,4,0,9,Non-Travel,0
EMP01834,30,Female,Human Resources,Sales Representative,25,16393,10,0,No,3,2,1,1,4,3,3,9,1,Non-Travel,0
EMP01835,31,Male,Research & Development,Research Scientist,1,17156,5,4,No,6,2,3,3,2,4,4,9,2,Travel_Rarely,0
EMP01836,60,Male,Human Resources,Laboratory Technician,31,15234,25,3,No,5,2,2,1,2,2,4,6,5,Travel_Rarely,0
EMP01837,45,Male,Research & Development,Sales Executive,17,6919,21,3,No,3,2,1,3,2,1,3,13,5,Travel_Frequently,0
EMP01838,30,Female,Sales,Healthcare Representative,29,2868,12,0,No,6,1,4,4,3,1,4,9,12,Non-Travel,0
EMP01839,47,Female,Human Resources,Sales Representative,26,5104,25,1,Yes,4,1,3,3,1,3,4,11,8,Travel_Frequently,0
EMP01840,41,Female,Research & Development,Research Scientist,12,7190,23,0,No,4,1,3,3,1,4,3,11,3,Travel_Frequently,0
EMP01841,24,Male,Human Resources,Sales Representative,31,11112,11,1,Yes,6,4,2,4,3,1,4,0,8,Non-Travel,0
EMP01842,49,Male,Sales,Manufacturing Director,16,5401,14,7,No,6,1,2,2,2,1,3,2,14,Non-Travel,0
EMP01843,51,Male,Research & Development,Healthcare Representative,28,11490,29,2,Yes,0,2,4,3,4,2,4,6,2,Non-Travel,0
EMP01844,31,Male,Sales,Sales Executive,34,17510,13,2,Yes,0,4,3,3,1,1,3,3,16,Non-Travel,0
EMP01845,44,Female,Human Resources,Manager,5,2226,2,2,Yes,4,2,3,1,3,1,3,14,1,Non-Travel,0
EMP01846,45,Male,Research & Development,Human Resources,30,18463,15,3,Yes,6,1,3,4,1,2,3,0,8,Non-Travel,0
EMP01847,60,Female,Research & Development,Manufacturing Director,13,11052,10,2,Yes,0,4,3,1,1,1,4,12,0,Non-Travel,0
EMP01848,36,Male,Sales,Research Scientist,15,12017,12,5,No,4,3,2,1,4,2,3,7,11,Travel_Rarely,0
EMP01849,47,Male,Human Resources,Research Scientist,31,13378,26,1,No,5,4,4,4,4,4,4,2,6,Travel_Frequently,0
EMP01850,60,Male,Sales,Manufacturing Director,38,18597,3,8,Yes,4,4,2,1,3,4,3,1,8,Travel_Rarely,0
EMP01851,34,Female,Research & Development,Human Resources,26,17705,26,1,No,6,2,3,1,1,4,4,9,1,Non-Travel,0
EMP01852,24,Female,Research & Development,Manager,32,11861,20,3,Yes,6,3,2,4,2,1,4,8,9,Travel_Frequently,0
EMP01853,33,Male,Research & Development,Research Scientist,36,11361,9,0,No,1,3,4,4,1,2,3,14,2,Travel_Rarely,0
EMP01854,53,Female,Sales,Sales Executive,22,12765,22,5,No,6,2,3,3,3,1,4,13,14,Travel_Rarely,0
EMP01855,50,Male,Human Resources,Laboratory Technician,6,2025,24,0,No,6,2,1,3,1,3,4,2,3,Non-Travel,0
EMP01856,24,Female,Research & Development,Research Director,34,1511,29,4,Yes,0,3,4,4,4,1,4,8,8,Non-Travel,0
EMP01857,26,Female,Research & Development,Research Director,3,9479,19,8,No,3,1,1,1,1,4,4,0,7,Non-Travel,0
EMP01858,47,Male,Human Resources,Healthcare Representative,18,8344,26,0,No,1,2,3,4,4,4,4,1,6,Travel_Frequently,0
EMP01859,34,Male,Human Resources,Research Scientist,29,15493,20,9,Yes,2,4,2,3,4,1,4,3,3,Travel_Frequently,0
EMP01860,23,Female,Research & Development,Manufacturing Director,8,9108,3,4,No,5,4,3,1,1,2,4,11,2,Travel_Rarely,0
EMP01861,33,Female,Sales,Research Director,17,7481,24,2,No,3,4,3,1,3,2,4,4,10,Non-Travel,0
EMP01862,60,Male,Sales,Research Scientist,4,12028,9,1,Yes,0,1,2,1,4,1,4,3,7,Travel_Frequently,0
EMP01863,55,Male,Sales,Sales Executive,23,5213,6,1,No,2,2,4,4,2,3,3,8,4,Travel_Rarely,0
EMP01864,25,Male,Research & Development,Research Scientist,20,19706,23,9,No,2,2,4,1,3,3,4,6,14,Travel_Rarely,0
EMP01865,27,Female,Human Resources,Laboratory Technician,39,13083,2,8,Yes,2,3,1,2,2,2,3,11,17,Travel_Rarely,0
EMP01866,40,Male,Human Resources,Manufacturing Director,40,11920,29,2,Yes,2,1,4,3,1,4,3,14,6,Travel_Rarely,0
EMP01867,36,Male,Research & Development,Laboratory Technician,17,16511,16,7,No,2,3,3,4,3,2,3,9,13,Travel_Rarely,0
EMP01868,21,Female,Sales,Sales Representative,36,18434,28,8,Yes,3,3,4,2,4,3,4,6,15,Travel_Rarely,0
EMP01869,53,Female,Human Resources,Healthcare Representative,24,1678,19,1,Yes,0,1,3,1,4,2,4,8,11,Travel_Frequently,0
EMP01870,45,Male,Sales,Sales Representative,3,19792,27,9,Yes,1,3,4,1,4,2,4,4,11,Travel_Frequently,0
EMP01871,24,Female,Research & Development,Manufacturing Director,7,13918,25,0,Yes,1,3,1,2,3,2,4,8,4,Travel_Rarely,0
EMP01872,40,Male,Human Resources,Manufacturing Director,27,3975,26,7,No,4,4,3,3,3,3,4,14,16,Non-Travel,0
EMP01873,30,Male,Research & Development,Healthcare Representative,9,15399,24,1,Yes,1,2,3,1,2,2,3,12,4,Travel_Rarely,0
EMP01874,47,Female,Research & Development,Sales Executive,17,2324,9,6,No,5,3,1,1,2,4,3,2,3,Non-Travel,0
EMP01875,26,Male,Human Resources,Laboratory Technician,2,16624,25,4,No,4,3,2,2,4,4,4,15,8,Non-Travel,0
EMP01876,31,Female,Human Resources,Healthcare Representative,13,8511,27,7,Yes,5,2,4,2,4,2,3,11,3,Non-Travel,1
EMP01877,42,Male,Research & Development,Research Director,10,3218,9,3,No,5,4,4,3,2,4,3,11,11,Travel_Rarely,0
EMP01878,19,Female,Sales,Sales Executive,35,19605,18,3,Yes,4,4,2,1,3,1,4,6,7,Travel_Rarely,0
EMP01879,32,Male,Sales,Research Director,12,10016,3,4,No,0,2,4,3,1,2,4,0,0,Travel_Frequently,0
EMP01880,27,Male,Sales,Human Resources,40,16649,3,2,Yes,4,3,3,2,2,3,4,1,4,Non-Travel,0
EMP01881,38,Female,Research & Development,Research Scientist,29,12821,15,9,Yes,1,2,2,1,1,4,3,9,2,Travel_Rarely,0
EMP01882,28,Female,Sales,Manufacturing Director,1,2542,15,8,No,3,3,4,3,3,3,3,10,3,Travel_Rarely,0
EMP01883,36,Female,Sales,Manufacturing Director,25,14510,20,4,No,1,4,2,4,3,1,3,9,4,Non-Travel,0
EMP01884,32,Female,Human Resources,Manager,2,9495,13,2,Yes,3,4,3,2,3,2,4,3,13,Travel_Frequently,0
EMP01885,42,Female,Research & Development,Sales Executive,28,19216,29,8,No,4,3,3,4,3,1,3,1,12,Travel_Frequently,0
EMP01886,45,Female,Human Resources,Laboratory Technician,27,10492,3,8,No,4,2,4,3,2,4,4,1,2,Non-Travel,0
EMP01887,31,Male,Research & Development,Healthcare Representative,22,18089,5,4,Yes,3,1,3,4,1,3,3,15,6,Travel_Rarely,0
EMP01888,50,Female,Research & Development,Sales Representative,37,6846,14,9,Yes,6,1,2,2,4,2,4,15,3,Non-Travel,0
EMP01889,48,Male,Sales,Laboratory Technician,15,1159,1,8,No,3,3,1,3,2,2,4,5,10,Travel_Rarely,0
EMP01890,18,Male,Research & Development,Research Director,34,7974,14,9,Yes,5,2,1,2,3,1,3,12,10,Travel_Frequently,0
EMP01891,55,Female,Research & Development,Human Resources,17,15542,28,7,Yes,5,4,1,4,1,1,4,8,12,Non-Travel,0
EMP01892,33,Male,Research & Development,Sales Executive,3,10102,24,9,Yes,5,4,3,3,2,4,4,2,12,Non-Travel,0
EMP01893,47,Female,Sales,Research Scientist,22,16663,23,7,No,6,1,3,3,3,4,4,3,16,Non-Travel,0
EMP01894,52,Female,Research & Development,Research Scientist,17,6581,16,8,No,1,1,3,1,4,2,4,6,8,Travel_Frequently,0
EMP01895,23,Male,Sales,Manufacturing Director,14,19882,28,9,Yes,0,3,1,1,4,1,3,4,0,Travel_Rarely,0
EMP01896,50,Female,Research & Development,Sales Representative,29,16826,3,5,No,0,4,4,4,1,3,4,13,17,Travel_Frequently,0
EMP01897,54,Male,Sales,Sales Representative,19,13143,15,6,No,6,4,4,3,4,4,4,12,8,Travel_Rarely,0
EMP01898,20,Female,Sales,Sales Executive,32,12207,28,2,No,2,3,3,2,1,4,4,1,9,Travel_Frequently,0
EMP01899,51,Female,Human Resources,Laboratory Technician,37,19294,17,7,Yes,3,3,3,3,2,2,3,13,2,Travel_Frequently,0
